0.000,1.180,3.300,-1.636,-0.608,-7.000
1.000,-1.409,3.282,-0.717,-1.852,5.000
0.000,1.035,2.306,-1.052,-0.334,3.000
0.000,-0.397,3.549,-1.224,0.704,-4.000
1.000,-0.706,1.960,-3.482,3.105,6.000
1.000,-0.776,2.840,-0.986,-3.037,6.000
1.000,-0.528,3.224,-1.414,3.507,8.000
1.000,-0.507,3.942,-3.220,-3.247,6.000
1.000,-2.168,1.281,-1.675,0.158,9.000
0.000,0.649,3.571,-0.671,-0.396,8.000
1.000,1.261,2.331,-1.633,-3.774,9.000
0.000,1.144,4.217,-1.682,1.205,-10.000
0.000,0.677,2.482,-2.498,3.579,-4.000
0.000,0.547,2.705,-1.943,2.489,8.000
0.000,0.015,2.806,-2.924,-3.907,-3.000
0.000,1.483,2.583,-0.821,2.303,5.000
1.000,0.423,3.747,-2.245,1.591,-7.000
0.000,0.683,3.977,-2.115,2.567,-8.000
1.000,-0.707,2.952,-3.489,-2.030,-7.000
1.000,-0.431,1.934,-4.043,0.128,-5.000
1.000,-1.136,2.555,-2.600,4.796,8.000
0.000,-0.036,3.121,-1.987,0.503,-3.000
0.000,0.575,3.633,-2.361,3.667,-7.000
0.000,-0.617,4.295,-3.342,-2.945,-9.000
0.000,1.718,2.265,-0.098,-3.985,-6.000
1.000,0.387,0.724,-1.378,4.409,3.000
1.000,-1.146,3.263,-1.734,2.808,-7.000
0.000,1.038,3.660,-0.668,0.339,-4.000
1.000,-0.739,2.990,-1.531,2.131,0.000
0.000,0.292,2.176,-0.600,1.130,1.000
0.000,-0.026,3.515,-0.718,3.419,-6.000
1.000,-1.167,1.915,-2.646,2.382,5.000
1.000,-0.137,2.931,-2.409,-4.241,7.000
1.000,0.062,3.466,-2.689,-0.136,6.000
0.000,-0.333,3.765,-2.263,1.917,-10.000
0.000,1.404,2.813,-1.546,2.152,-7.000
0.000,0.112,2.391,-3.199,3.888,-1.000
0.000,1.997,3.555,-1.880,-2.283,-6.000
1.000,-0.791,1.306,-0.455,3.624,9.000
0.000,-0.489,4.239,-2.757,-0.543,1.000
0.000,-0.082,4.015,-0.624,-1.533,-3.000
0.000,0.413,3.311,-3.216,1.280,-2.000
0.000,0.386,2.269,-1.018,-1.506,-6.000
0.000,1.543,3.932,-2.456,1.342,-1.000
0.000,1.134,3.708,-0.886,-2.016,3.000
1.000,-1.387,3.924,-1.890,-2.807,-3.000
0.000,-0.572,4.948,-2.179,-0.960,-5.000
0.000,0.937,1.932,-1.591,2.613,7.000
0.000,-0.459,3.315,-3.009,-3.787,-8.000
1.000,-0.006,3.430,-2.336,-1.792,-3.000
1.000,-0.152,2.001,-1.871,4.225,7.000
0.000,-0.264,3.780,-4.184,-3.880,-10.000
1.000,-0.303,4.030,-1.715,3.069,8.000
0.000,0.307,3.890,-2.057,3.494,-4.000
1.000,0.175,2.836,-2.888,-4.007,7.000
1.000,-1.192,4.272,-1.678,-0.531,-9.000
0.000,1.822,3.010,-0.253,-4.696,-3.000
0.000,0.796,3.923,-2.767,-0.014,-3.000
0.000,2.004,3.512,-3.176,3.331,7.000
1.000,-0.864,2.646,-3.940,0.255,-5.000
0.000,1.512,2.747,-2.270,2.822,-2.000
1.000,-1.149,2.898,0.947,-4.319,-5.000
0.000,-0.289,2.934,-1.675,-4.741,-4.000
0.000,-0.131,5.311,-2.639,-1.463,-2.000
1.000,-1.159,2.994,-1.980,1.563,7.000
0.000,1.622,2.569,-3.107,2.184,0.000
0.000,1.352,3.527,-1.600,-1.388,-4.000
1.000,-0.543,3.825,-1.632,2.874,-9.000
0.000,-0.318,2.073,-1.893,-1.575,-8.000
1.000,0.076,1.700,-3.990,0.947,-8.000
0.000,1.087,1.539,-3.113,-2.821,7.000
1.000,-0.879,2.198,-2.504,-2.113,-4.000
0.000,0.304,1.770,-1.162,-3.255,-6.000
1.000,-0.566,3.575,-0.699,-2.510,7.000
0.000,0.285,1.876,-1.402,1.596,-2.000
0.000,-1.111,4.008,-4.384,-0.100,-7.000
1.000,-0.307,1.340,-2.647,-0.805,0.000
0.000,0.061,2.793,-2.209,-3.073,-9.000
0.000,-0.458,4.806,-2.050,-4.642,1.000
0.000,-0.715,3.673,-2.055,-4.379,3.000
1.000,0.109,1.612,-2.556,-4.862,1.000
1.000,-0.971,3.151,-2.127,0.028,-7.000
0.000,1.391,2.594,-2.817,3.874,2.000
1.000,-0.561,1.850,-2.183,-1.056,0.000
0.000,-1.204,3.625,0.235,-4.749,-7.000
0.000,0.306,2.529,-3.603,-3.611,-4.000
0.000,0.626,3.106,-3.510,-4.283,-4.000
1.000,-1.262,4.065,-0.460,-4.066,-10.000
0.000,0.948,3.463,-1.699,-3.707,-6.000
1.000,-0.719,2.696,-3.741,-2.014,5.000
1.000,-2.329,1.323,-1.924,-1.651,7.000
1.000,-0.272,1.203,-1.275,0.190,-6.000
0.000,1.245,2.172,-1.270,-0.496,3.000
1.000,-0.472,3.366,-1.720,1.004,4.000
0.000,0.659,2.840,-0.640,-2.522,-4.000
1.000,-0.544,0.501,-1.625,-4.660,4.000
0.000,-0.572,3.001,-1.452,-2.610,4.000
0.000,1.213,2.791,0.326,1.284,-9.000
1.000,-1.438,2.527,-1.821,1.515,-10.000
1.000,-0.308,2.432,-3.137,4.802,-6.000
0.000,-0.893,3.307,0.024,2.943,7.000
0.000,1.039,2.747,-2.981,0.564,9.000
1.000,-2.387,3.578,-0.916,-1.110,-5.000
0.000,1.943,2.483,-0.896,-3.075,-7.000
1.000,0.382,2.117,-2.643,-0.088,3.000
0.000,-0.273,3.208,-2.351,2.339,-3.000
0.000,-0.418,3.739,-1.667,3.838,2.000
0.000,0.393,3.194,-1.942,4.591,-3.000
0.000,-0.191,4.257,-0.313,-2.094,-6.000
1.000,-0.751,3.722,-1.516,4.095,-4.000
1.000,-1.359,1.352,-1.913,-4.989,-9.000
0.000,-1.477,4.137,-0.238,-1.699,-2.000
0.000,0.899,3.229,-3.541,0.339,-3.000
0.000,-0.784,1.555,-0.042,2.347,-7.000
0.000,-0.409,3.020,-2.618,-0.336,-9.000
0.000,-0.666,4.128,-3.369,-1.226,2.000
0.000,1.062,1.941,-2.068,-3.927,-9.000
0.000,0.762,3.965,-2.443,-1.397,5.000
1.000,-0.461,3.843,-0.714,-3.150,2.000
1.000,-0.470,2.434,-1.881,-1.510,5.000
0.000,0.156,2.868,-2.696,4.623,-10.000
1.000,-1.322,3.214,-2.361,-0.452,7.000
0.000,0.124,4.114,-1.912,2.491,-6.000
1.000,-0.501,3.479,-0.592,4.567,3.000
1.000,0.132,1.931,-1.836,1.340,-3.000
1.000,-0.037,2.207,-1.717,-0.139,9.000
1.000,-0.917,5.598,-2.191,3.443,8.000
0.000,1.580,4.118,-2.036,-3.950,7.000
1.000,-0.761,3.805,-3.767,-1.076,7.000
0.000,0.762,4.301,-1.985,-0.353,2.000
0.000,0.050,3.235,-3.324,0.591,4.000
1.000,-1.240,3.685,-3.035,-0.388,-4.000
1.000,0.866,1.860,-2.343,4.723,9.000
0.000,0.423,3.408,-1.916,-1.022,0.000
1.000,-0.382,4.493,-2.419,-4.305,-8.000
1.000,0.463,1.003,-0.813,2.259,6.000
0.000,1.261,3.903,-1.113,-1.408,-6.000
0.000,-0.063,2.163,-1.836,-1.479,0.000
0.000,1.616,2.092,-2.083,1.102,1.000
0.000,0.987,3.084,-2.225,0.478,1.000
1.000,0.125,3.068,-3.546,-4.127,-1.000
1.000,-1.736,3.093,-1.904,2.655,3.000
1.000,-2.166,3.984,-0.879,3.055,6.000
1.000,0.021,2.390,-0.458,2.318,8.000
0.000,-0.257,2.928,-1.247,2.463,-5.000
0.000,0.489,2.550,-2.545,-4.261,-6.000
0.000,-1.097,4.440,-1.032,3.421,-4.000
0.000,2.820,3.674,-3.040,-1.282,-9.000
1.000,-1.136,1.333,-3.881,-1.720,-8.000
0.000,0.216,4.397,-4.349,-3.248,6.000
1.000,0.107,2.660,-1.415,2.981,5.000
1.000,-0.379,3.797,-3.202,3.411,6.000
0.000,0.651,4.440,-1.439,-2.643,7.000
0.000,-0.848,2.634,0.058,-2.869,-5.000
1.000,-0.893,2.917,-2.082,-1.541,2.000
0.000,0.315,3.787,-2.112,-1.043,1.000
0.000,1.774,3.460,0.587,-0.309,-9.000
0.000,1.445,2.519,-0.761,4.896,-7.000
0.000,1.321,3.846,-2.333,-4.708,-6.000
0.000,2.201,3.972,-3.350,-1.923,8.000
1.000,0.150,1.567,-2.823,4.760,5.000
1.000,-1.756,3.095,-3.712,4.395,-4.000
0.000,1.203,3.639,-1.718,4.139,3.000
0.000,1.226,2.268,-3.399,1.733,-8.000
0.000,0.738,3.377,-3.121,0.126,-10.000
0.000,0.660,3.608,-2.339,-2.883,-5.000
0.000,0.298,4.461,-1.834,-0.946,-9.000
0.000,0.775,1.612,-0.675,-1.548,-4.000
1.000,-0.625,2.589,-2.751,-1.622,-6.000
0.000,0.062,2.580,-0.807,-2.172,6.000
0.000,-0.081,4.806,-2.290,-2.746,-8.000
0.000,1.145,3.378,-4.395,-3.200,-2.000
0.000,1.105,2.731,-3.175,-2.476,5.000
0.000,1.291,0.750,-0.356,-4.008,-4.000
0.000,-0.109,3.184,-1.272,0.171,9.000
1.000,-0.605,3.128,-3.746,-2.359,-10.000
0.000,0.538,3.524,-3.647,-0.075,-1.000
1.000,-1.045,3.729,-3.383,2.546,-8.000
0.000,-0.486,3.083,-2.249,-2.324,-7.000
0.000,-0.053,2.140,-0.707,-4.072,-10.000
1.000,0.142,2.314,-2.373,-4.709,6.000
1.000,-0.059,0.897,-2.739,3.130,1.000
1.000,-0.644,1.771,-3.285,-1.878,-8.000
0.000,1.644,3.950,-0.647,-3.549,-1.000
1.000,-0.059,3.948,-3.182,-2.533,-5.000
0.000,1.615,2.586,-3.284,-4.118,-7.000
1.000,-1.426,2.469,-2.466,-0.281,-5.000
0.000,1.709,2.862,-3.136,1.317,5.000
1.000,-1.277,3.766,-3.487,-2.344,7.000
1.000,-0.063,1.289,-0.537,-4.166,-6.000
0.000,0.822,2.809,-0.632,-4.024,1.000
1.000,0.028,1.691,-1.255,-3.256,-2.000
0.000,0.216,2.441,-1.202,-4.310,-10.000
0.000,1.185,3.666,-1.499,4.259,-4.000
0.000,0.072,4.147,-1.473,-0.455,7.000
0.000,1.991,1.453,-2.340,0.512,2.000
0.000,1.054,4.284,-2.010,4.816,4.000
0.000,-0.107,4.130,-1.358,0.846,-7.000
1.000,-1.163,2.439,-1.015,-2.319,8.000
1.000,0.397,1.830,-2.831,4.306,7.000
0.000,-0.414,4.593,-2.795,3.564,-1.000
1.000,-1.052,1.782,-0.370,-3.866,5.000
1.000,0.149,2.658,-0.413,-4.239,-10.000
1.000,-2.466,1.408,-1.160,-0.422,7.000
1.000,-0.081,3.524,-0.957,2.530,8.000
0.000,-0.083,3.879,-2.565,4.748,3.000
1.000,-1.185,2.751,-3.048,-4.530,5.000
1.000,-1.765,2.675,-1.747,1.074,-4.000
0.000,0.644,4.055,-4.222,3.389,-4.000
1.000,-1.088,1.587,-2.530,-3.057,-7.000
0.000,0.627,3.204,-1.109,-4.315,-10.000
0.000,1.065,1.804,-1.668,0.397,0.000
1.000,-1.191,2.741,-2.280,-4.004,-10.000
1.000,-1.538,3.482,-2.536,-1.699,-8.000
0.000,-0.558,1.968,-0.912,1.948,-6.000
0.000,-0.803,4.710,-1.604,4.083,-5.000
1.000,-0.583,3.251,-4.365,-1.851,-2.000
1.000,0.939,1.299,-1.058,1.025,5.000
0.000,2.025,2.689,-1.375,4.820,-3.000
1.000,1.145,1.878,-2.213,-3.697,9.000
1.000,-0.050,3.032,-3.340,0.488,8.000
0.000,-0.510,5.378,-4.721,1.520,4.000
0.000,0.050,1.658,-2.241,3.203,-6.000
1.000,-1.346,0.999,-1.777,-1.348,-3.000
0.000,-0.125,3.461,-1.425,-0.362,-1.000
1.000,-2.707,2.011,-0.879,-0.574,1.000
1.000,-0.744,3.475,-2.455,-2.832,8.000
0.000,-0.092,5.156,-1.690,-1.458,-9.000
1.000,-0.690,2.356,-3.132,4.518,6.000
0.000,1.238,2.512,-1.616,0.460,-3.000
0.000,2.103,4.922,-1.715,0.796,-7.000
1.000,0.412,3.385,-0.844,-2.524,9.000
1.000,1.030,0.886,-1.318,-0.692,8.000
0.000,1.220,5.126,-2.158,-1.817,-9.000
1.000,-0.110,2.148,-3.783,3.688,-6.000
1.000,-1.876,1.790,-1.977,1.148,-1.000
0.000,1.397,2.440,-1.702,2.833,1.000
1.000,-0.685,2.026,-2.550,-1.776,-10.000
0.000,0.276,3.647,-2.303,-0.422,-9.000
0.000,-0.689,4.454,-1.860,-4.764,-5.000
0.000,0.786,3.184,-0.877,-0.164,6.000
0.000,1.954,3.846,-1.517,-2.044,-2.000
0.000,0.892,4.364,-2.461,-0.311,8.000
0.000,0.487,3.242,-2.974,4.072,8.000
1.000,1.197,1.257,-3.495,2.526,3.000
1.000,-1.105,3.355,-2.295,3.304,2.000
0.000,0.450,3.738,-2.990,-1.985,-9.000
1.000,-1.479,2.491,-2.230,-3.494,-1.000
1.000,-0.371,0.290,-2.000,4.111,-6.000
0.000,2.257,3.381,-1.891,-1.450,-3.000
1.000,-1.843,3.459,-3.292,-1.691,1.000
0.000,-0.428,3.534,-2.277,4.251,-4.000
0.000,1.829,3.214,-2.615,4.151,-6.000
0.000,0.097,3.549,-3.178,-3.975,-3.000
0.000,0.328,3.178,-3.174,-1.845,2.000
1.000,-1.048,3.286,-2.089,-3.253,6.000
0.000,0.846,4.163,-2.632,-4.122,-3.000
1.000,-0.640,2.563,-1.745,4.478,2.000
1.000,-0.323,2.139,-4.242,2.480,0.000
1.000,-1.901,4.725,-2.286,-0.001,4.000
0.000,-1.608,4.182,-2.429,0.253,2.000
1.000,-1.174,4.265,-0.665,-1.884,-1.000
1.000,-2.469,2.089,-1.560,1.247,0.000
0.000,0.938,3.129,-0.727,-0.040,-3.000
0.000,0.796,1.993,-1.781,-0.711,0.000
0.000,0.387,2.619,-1.098,-2.567,-4.000
1.000,-0.278,3.702,-3.064,-2.568,4.000
0.000,1.637,0.961,-1.132,1.593,1.000
0.000,-0.894,4.854,-1.797,-1.643,-4.000
1.000,0.717,2.941,-3.570,-3.693,3.000
0.000,0.220,1.033,-1.613,1.851,4.000
0.000,0.142,2.552,-1.354,2.113,9.000
1.000,-2.806,3.794,0.102,-0.694,0.000
1.000,-0.899,2.322,-0.917,-0.627,-10.000
1.000,-0.753,4.283,-1.795,0.503,2.000
0.000,1.285,2.031,-2.810,4.841,-5.000
0.000,1.357,2.280,-1.966,-1.963,-9.000
0.000,0.030,2.748,-1.027,-4.228,2.000
0.000,-0.976,2.387,-1.041,0.899,-7.000
0.000,1.022,2.354,-1.078,4.457,-2.000
0.000,0.632,2.046,-2.149,-0.289,6.000
0.000,0.517,3.025,-2.278,0.781,8.000
0.000,-0.231,3.218,-1.690,-3.503,4.000
0.000,1.759,3.510,-0.797,2.037,3.000
0.000,-0.723,4.497,-3.198,-2.195,2.000
1.000,-0.463,1.584,-1.442,-2.061,4.000
1.000,-0.485,2.043,-3.242,1.495,9.000
1.000,-0.708,2.576,-1.824,3.606,3.000
1.000,-0.013,2.286,-1.262,2.702,7.000
0.000,0.855,3.105,-1.176,4.764,-2.000
1.000,-1.344,3.431,-2.436,-0.655,-9.000
0.000,0.257,2.444,0.198,-2.428,4.000
0.000,1.437,2.290,-1.379,3.319,6.000
1.000,-1.308,3.495,-3.856,4.727,6.000
1.000,-1.121,4.031,-1.036,2.098,6.000
1.000,-1.532,3.105,-2.729,-2.108,7.000
1.000,-0.762,2.470,-0.916,-2.976,-4.000
0.000,0.452,5.206,-1.261,-2.432,-10.000
0.000,0.502,2.506,-1.387,-2.006,-6.000
1.000,-0.060,2.454,-2.082,1.450,1.000
1.000,0.279,1.130,-4.170,-4.161,-2.000
1.000,-0.151,1.808,-2.257,0.007,5.000
0.000,1.311,4.725,-1.383,-2.409,-2.000
1.000,-0.175,2.148,-2.519,-2.462,8.000
1.000,0.916,1.875,-3.713,-0.162,8.000
0.000,-0.462,4.389,-2.184,1.898,-4.000
0.000,0.142,1.373,-3.136,1.833,-1.000
0.000,0.387,2.684,-2.419,2.467,-5.000
1.000,-2.762,2.600,-2.841,3.404,1.000
0.000,1.089,2.658,-2.910,-2.604,5.000
0.000,-0.376,4.335,-0.570,0.771,7.000
0.000,0.157,4.759,-1.775,2.213,-9.000
1.000,-1.688,4.934,-2.202,1.545,-7.000
1.000,0.206,3.276,-2.811,-4.529,-8.000
0.000,0.448,3.527,-2.650,3.864,-6.000
0.000,-0.504,3.963,-2.831,-0.328,0.000
1.000,0.417,2.079,-1.116,-4.360,3.000
1.000,-1.810,4.191,-1.685,4.942,-4.000
1.000,-0.253,1.437,-1.798,1.877,-4.000
1.000,-0.272,4.422,-2.318,0.069,8.000
0.000,0.245,3.636,-2.310,-1.675,4.000
0.000,2.142,1.738,-2.608,-2.965,-5.000
0.000,-0.254,3.524,-0.310,4.686,-10.000
0.000,1.509,4.077,-0.938,-4.070,-9.000
1.000,-1.189,1.840,-1.757,3.958,-7.000
0.000,0.835,3.929,-0.432,1.615,-8.000
1.000,-0.081,0.265,-2.979,0.520,8.000
1.000,-0.178,1.756,-2.624,3.475,-1.000
0.000,0.795,3.098,-1.610,4.478,-8.000
1.000,0.211,1.338,-1.517,-1.182,-1.000
1.000,-0.867,2.341,-1.911,3.967,-8.000
1.000,-2.243,1.364,-2.494,2.527,5.000
1.000,0.290,2.187,-2.025,4.878,-7.000
0.000,0.858,3.822,0.335,0.919,4.000
1.000,-0.571,3.261,-3.242,-2.826,-7.000
1.000,-0.769,2.591,-1.588,-0.823,-9.000
0.000,1.438,3.164,-1.684,0.350,6.000
1.000,-0.920,1.817,-1.369,-4.081,-7.000
0.000,0.364,4.201,-1.736,2.149,-10.000
1.000,-1.371,2.681,-2.894,3.414,-7.000
0.000,-0.039,3.359,-1.518,-3.701,-7.000
1.000,-1.299,3.304,-1.147,-2.944,-9.000
0.000,0.012,4.802,-2.949,-2.335,-6.000
1.000,-1.880,3.222,-2.783,0.498,6.000
1.000,-2.862,5.625,-2.196,-0.403,-2.000
0.000,0.472,1.518,-1.543,0.865,-10.000
0.000,1.002,2.238,-2.904,-0.515,9.000
1.000,0.305,2.352,-1.924,0.020,7.000
1.000,-0.678,1.592,-2.424,3.925,3.000
0.000,0.566,2.630,-3.872,-0.158,-5.000
0.000,-0.181,4.994,-2.918,-4.529,1.000
0.000,2.386,2.352,-0.871,1.693,8.000
1.000,-0.026,2.416,-0.568,2.214,-7.000
1.000,-2.715,3.058,-1.359,-4.024,5.000
1.000,-0.407,1.545,-2.820,0.303,-10.000
1.000,0.144,2.294,-1.471,-1.997,2.000
0.000,1.724,4.806,-2.322,-3.315,1.000
0.000,0.351,3.872,-3.366,1.741,2.000
0.000,1.219,2.313,-0.861,-0.517,-4.000
1.000,-2.279,3.788,-3.080,1.720,-3.000
1.000,0.636,1.957,-1.955,1.928,2.000
0.000,-0.344,4.311,-1.960,3.911,7.000
1.000,0.770,1.243,-2.649,-4.944,8.000
0.000,-1.153,4.035,-0.505,1.302,6.000
0.000,0.286,2.016,-2.203,4.264,-6.000
0.000,0.309,3.336,-3.171,1.059,-6.000
0.000,1.511,3.811,-1.118,-2.350,-7.000
0.000,0.030,2.489,-2.128,-1.074,-10.000
0.000,0.401,2.319,-2.011,2.453,-9.000
1.000,-1.834,3.170,-2.865,2.700,-5.000
1.000,-0.089,3.761,-4.753,-2.840,4.000
0.000,0.347,2.484,-2.231,2.116,-3.000
1.000,-0.947,2.352,-2.511,-4.703,0.000
0.000,-0.064,2.049,-0.926,-2.580,-10.000
1.000,-1.503,3.361,-2.543,1.984,-10.000
0.000,0.974,4.353,-1.223,-2.760,5.000
1.000,-0.721,1.659,-0.531,-4.781,9.000
0.000,0.811,3.794,-3.767,2.590,-4.000
0.000,0.632,2.440,-1.618,3.177,-7.000
1.000,-0.147,2.845,-3.280,-4.512,9.000
0.000,0.583,2.732,-3.532,-4.256,3.000
0.000,0.739,3.587,-2.791,2.499,-6.000
0.000,0.404,4.418,-2.668,4.479,-7.000
0.000,0.904,4.158,-1.199,-1.727,-7.000
1.000,-1.475,2.659,-1.515,2.983,-7.000
1.000,-2.614,4.258,-2.616,-3.448,8.000
1.000,-1.879,3.731,-3.294,-2.045,-1.000
1.000,-0.229,2.651,-3.181,0.999,-3.000
1.000,-0.687,1.865,-2.128,-4.877,5.000
1.000,-0.557,1.425,-0.718,-4.662,-1.000
1.000,-0.677,3.360,-1.252,4.690,-5.000
0.000,1.539,4.481,-2.586,-1.365,9.000
1.000,-0.551,1.600,-2.750,4.673,0.000
0.000,0.154,4.452,-2.995,-0.899,-6.000
0.000,0.134,3.878,-2.256,-4.669,-10.000
0.000,0.657,4.823,-1.814,1.262,-9.000
1.000,-1.274,2.032,-1.947,-3.678,8.000
1.000,-0.866,2.443,-1.946,-0.241,-4.000
1.000,-0.138,3.733,-1.753,-3.222,5.000
0.000,-0.423,4.040,-1.386,-1.870,7.000
1.000,-1.541,4.372,-2.537,4.661,-6.000
0.000,0.389,1.541,-1.484,-1.037,-6.000
1.000,-1.149,1.506,-0.230,3.342,-7.000
1.000,-1.326,3.562,-1.113,-4.798,-4.000
0.000,0.987,2.670,-2.999,-1.038,5.000
0.000,0.035,2.051,-1.060,4.751,1.000
1.000,-0.822,4.274,-1.471,-4.690,3.000
1.000,-0.745,3.385,-2.071,0.962,5.000
0.000,1.374,3.194,-2.739,-2.080,-3.000
0.000,-1.349,4.830,-2.838,1.740,0.000
1.000,-1.579,3.616,-2.869,-3.542,3.000
0.000,-0.909,4.253,-1.763,0.053,-7.000
1.000,-0.686,3.151,-3.147,0.828,9.000
0.000,0.180,2.617,-1.769,0.579,6.000
1.000,-0.045,2.218,-3.803,0.625,-2.000
0.000,0.137,4.057,-1.984,-0.699,-10.000
0.000,-0.585,4.203,-3.061,-0.731,0.000
1.000,0.025,1.998,-0.828,-0.403,-7.000
1.000,-0.439,2.472,-1.614,-3.059,-7.000
0.000,0.073,2.527,-3.146,-1.365,4.000
0.000,0.253,3.967,-3.624,-0.831,1.000
1.000,0.192,2.336,-1.860,-4.202,-3.000
1.000,-2.829,3.153,-1.093,-2.153,-5.000
